id,name,profile_name_searchable,mbti,enneagram,personality_type,instinctual_variant,tritype,socionics,temperament,attitudinal_psyche,sloan,alignment,classic_jungian,big5_extraversion,big5_neuroticism,big5_conscientiousness,big5_agreeableness,big5_openness,functions,property_id,cat_id,category,sub_cat_id,subcategory,category_is_fictional,vote_count,vote_count_mbti,vote_count_enneagram,total_vote_counts,comment_count,watch_count,contributor,contributor_create_date,type_updated_date,is_active,is_approved,allow_voting,allow_commenting,profile_image_url,wiki_description,source_file,source_index
1000350,Bella Michelle G¨®rska,Emma,ISFJ 9w1,9w1,ISFJ - 9w1 - so/sx - 926 - IS(F) - SEI - FELV - Phlegmatic-Sanguine - Extraversion 75% - Neuroticism 25% - Agreeableness 100% - Conscientiousness 75% - Openness 25% - SCOAN - Neutral Good,so/sx,926,SEI,Phlegmatic [Dominant],FELV,SCOAN,Neutral Good,IS(F),Extraversion 75%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 100%,Openness 25%,"Si, Fe, Ti, Ne",2,12,Literature,36224,FT,TRUE,14,14,15,95,12,81,the nameless,2023/1/15 22:10,2025/9/20 0:06,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/a99c58f0/profile_images/4480ca2de474467f891007661cf48c9b.png,"Being one of Bill's murder victims, and his ex-girlfriend, she¡¯s described as not much at all like him. Bella is more quiet and shy, but still gets along easily with others and enjoys having a sense of morality. She is also Bill's best friend¡¯s twin sister. She is from Poland ????.",pdb_v10_dump_part1.json,352
1000377,Ha-rin Kim,Petra,ESFJ 2w3,2w3,ESFJ - 2w3 - 287 - ESE - FEVL - Sanguine-Choleric - Extraversion 100% - Neuroticism 25% - Conscientiousness 75% - Openness 25% - SCOEN - Neutral Evil,sx/so,287,ESE,Sanguine-Choleric,FEVL,SCOEN,Neutral Evil,EF,Extraversion 100%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 0%,Openness 25%,"Fe, Si, Ne, Ti",2,12,Literature,36224,FT,TRUE,8,8,10,50,3,3,the nameless,2023/1/15 22:13,2025/9/21 20:59,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/278630f9/profile_images/bf682e24bab74c59aecbdad1f1b56d53.png,"A major antagonist and a part of The ""Group"". Ha-rin is, if not, the most manipulative person in Fatal Trigger. She is very intelligent with her words, and uses that to her advantage to gain popularity and trust to the top of the social hierarchy. When this obsession became unhealthy, she joined Bill to create the Mimics in order to obtain more popularity. When questioned by the authorities, Ha-rin charms her way out of it until eventually she gets caught, arrested, tried, and found guilty.",pdb_v10_dump_part1.json,360
1000455,Susanne Schmidt,Petra,ENFP 7w6,7w6,ENFP - 7w6 - sx/so - 729 - EN(F) - IEE - Sanguine [Dominant] - Conscientiousness 25% - SCUAI,sx/so,279,IEE,Choleric-Sanguine,EFVL,SCUAI,Neutral Good,EN(F),Extraversion 75%,Neuroticism 75%,Conscientiousness 0%,Agreeableness 50%,Openness 75%,"Ne, Fi, Te, Si",2,12,Literature,36224,FT,TRUE,8,8,8,45,4,3,the nameless,2023/1/15 22:25,2025/6/15 18:01,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/c62505a1/profile_images/9d1b1763b36140bda4918fe9e16a2cf6.png,"She¡¯s creative, playful, and kind. The opposite of her sister, Sam.",pdb_v10_dump_part1.json,363
1000461,Samuel "Lefty" Chevalier,Lefty,INTJ 6w5,6w5,INTJ - 6w5 - 612 - IN(T) - ILI - LVEF - Melancholic-Choleric - Neuroticism 50% - Agreeableness 50% - Conscientiousness 75% - RLOAI,so/sx,612,ILI,Melancholic-Choleric,LVEF,RLOAI,Neutral Good,IN(T),Extraversion 25%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 75%,Openness 100%,"Ni, Te, Fi, Se",2,12,Literature,36224,FT,TRUE,10,10,8,54,14,3,the nameless,2023/1/15 22:25,2025/7/21 2:27,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/fc9f1b62/profile_images/767b864b16e643a98f5406af51367229.png,"He is often bullied by his peers for being different, he is called ¡°schizophrenic¡±, ¡°NPC¡±, ¡°fatass¡±, etc by them. He is low on social IQ, making him incredibly socially unaware and even more teased for it. He is the first murder victim of Bill, and a murderer of his ex-girlfriend, Alyssa. He has admitted to attempting multiple murders against multiple girls. He is now dating Benjamin and Arijana. He is from France ????.",pdb_v10_dump_part1.json,364
1000492,Kate Roselle Tanaka,Mangle,ESFP 8w7,8w7,ESFP - 8w7 - 872 - ES(F) - SEE - VFLE - Sanguine-Choleric - Extraversion 100% - Neuroticism 25% - Agreeableness 50% - Conscientiousness 25% - Openness 50% - SCUAI - Chaotic Good,E8,872,SEE,Sanguine-Choleric,VFLE,SCUAI,Chaotic Good,ES(F),Extraversion 100%,Neuroticism 25%,Conscientiousness 25%,Agreeableness 50%,Openness 50%,"Se, Fi, Te, Ni",2,12,Literature,36224,FT,TRUE,11,11,11,71,5,4,the nameless,2023/1/15 22:29,2025/8/21 20:32,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/c725feb/profile_images/65026cedbb1f444193811466d0732b60.png,"She¡¯s bold, assertive, and dislikes the idea of being forced to be somebody other than herself. She is still a loving, peaceful, and kind person. She is also against bullying the innocent, although she still bullies Samuel for bothering her relationship between her and his sister, Charlotte. Kate is a very passionate person. She died from an unknown murderer. She is from Japan ????.",pdb_v10_dump_part1.json,365
1000473,Brianna "Briyn" Had?i?,Aria,ESFP 4w3,4w3,ESFP - 4w3 - sx/so - 468 - ES(F) - SEE - EFVL - Choleric-Sanguine - Extraversion 75% - Neuroticism 75% - Agreeableness 50% - Conscientiousness 25% - Openness 25% - SLUEN - Chaotic Neutral,sx/so,468,SEE,Choleric-Sanguine,EFVL,SLUEN,Chaotic Neutral,ES(F),Extraversion 75%,Neuroticism 25%,Conscientiousness 25%,Agreeableness 50%,Openness 25%,"Se, Fi, Te, Ni",2,12,Literature,36224,FT,TRUE,12,12,14,77,17,3,the nameless,2023/1/15 22:27,2025/9/21 20:40,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/aa1c56ef/profile_images/0aa3a02c7677419ba8741d55233c2f67.png,"Briyn was kind and respectful, but even when she tried to stop it, people continued to bully her for her weight. So, as a defense mechanism, she bottles it all up and starts to bully others while being severely insecure of her weight. Briyn feels disgusting when she eats, hearing the words from a friend of hers, Megan, that it'll make her gain more weight and become ugly. But Briyn can't help herself and eats anyway, but feels even worse about herself and just vomits it all out later. Briyn regrets her decision on following Megan rather than herself, but she can't change it now, or at least that's what she thinks.",pdb_v10_dump_part1.json,369
1000521,Evan Liam MacDonald,Evan,ISTP 6w5,6w5,ISTP - 6w5 - sx/so - 684 - IT(S) - LSI - Melancholic-Choleric - Extraversion 0% - Agreeableness 0% - Conscientiousness 100% - Openness 0% - RLOEN - Neutral Evil,sx/so,684,LSI,Melancholic-Choleric,FLVE,RLOEN,Neutral Evil,IT(S),Extraversion 0%,Neuroticism 100%,Conscientiousness 100%,Agreeableness 0%,Openness 0%,"Ti, Se, Ni, Fe",2,12,Literature,36224,FT,TRUE,11,11,11,58,3,3,the nameless,2023/1/15 22:34,2025/7/21 2:38,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7feaf446/profile_images/c003d5fcd5cb43d686315fa4850b1395.png,"A part of The ""Group"" with his sister, Barbara. Evan seems to have no emotions as he never reacts to anything, at least not emotionally. Evan is a big fan of military history, specifically with the Soviet Union. When The ""Group"" was questioned for the people that have gone missing and are their age, they all assumed that if one of them had done it it had to have been Evan. He is featured in the trial.",pdb_v10_dump_part1.json,370
1000507,Connor Mark Sousa,Connor,XXXX 9w1,9w1,9w1 - 946 - IS(F) - SEI - FELV - Phlegmatic-Melancholic - Extraversion 25% - Neuroticism 100% - Agreeableness 100% - Conscientiousness 25% - Openness 75% - RLUAI - Neutral Good,sx/so,946,SEI,Phlegmatic-Melancholic,FELV,RLUAI,Neutral Good,IS(F),Extraversion 25%,Neuroticism 100%,Conscientiousness 25%,Agreeableness 100%,Openness 75%,"?, ?, ?, ?",2,12,Literature,36224,FT,TRUE,14,14,15,92,22,3,the nameless,2023/1/15 22:31,2025/9/21 20:51,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/d6b473f4/profile_images/f159e15c64984486bd36fa35017ddf20.png,"Connor is constantly seeking approval from other people and avoiding making them upset. He tries to act more ¡°masculine¡± in order to not be bullied again and constantly suppresses his emotions to not be mocked. He is anxious about standing up for himself due to abuse and afraid of being bullied due to teasing in his early childhood. He is going through a ¡°fawn response,¡± which is a trauma response that causes people to seek approval and avoid conflict and upsetting others due to trauma or abuse. Despite all of this, Connor has a deep desire for freedom and has a childlike innocence, wonder, and imagination that he hides out of fear of rejection. He is socially anxious yet socially naive. Connor was raised in an environment where he was manipulated (threatened, guilt-tripped, gaslit, etc.) constantly and belittled all the time. His mother is so controlling and power-seeking, if he even speaks up for himself it results in threats and even physical abuse at times. He is from Brazil ????.",pdb_v10_dump_part1.json,372
1000540,Cassidy "Fatty McTatty" Perez,Cassidy,ESFP 8w7,8w7,ESFP - 8w7 - sx/so - 827 - ES(F) - SEE - Choleric [Dominant] - Extraversion 50% - Neuroticism 25% - Agreeableness 0% - Conscientiousness 0% - SCUEN - Chaotic Evil,sx/so,827,SEE,Choleric [Dominant],VFLE,RCOEN,Chaotic Evil,ES(F),Extraversion 50%,Neuroticism 25%,Conscientiousness 0%,Agreeableness 0%,Openness 0%,"Se, Fi, Te, Ni",2,12,Literature,36224,FT,TRUE,10,10,9,54,7,4,the nameless,2023/1/15 22:37,2025/9/21 20:56,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/89f0aaa9/profile_images/ed613784280d4ff99f7e5667d7fd93f8.png,"She was a murder victim of Bill. She is very disliked by all of her peers for her love for honey and McDonald¡¯s, her weight, stupidity, pride, and craziness. Cassidy thinks she¡¯s better than others and deserving of privilege, although her peers think otherwise of her. She demands special treatment, so much so, she does everything she can to have revenge on Connor and Bill for not respecting her. She is now going into court for sexual assault on Connor, assault, stalking, and she was even accused of drugging Connor without evidence. She murdered Juni on purpose, to ¡°teach a lesson¡±. She is overdramatic and impulsive, whenever she gets angry she grabs anybody or anything near her and starts beating them or it up. She is from Portugal ????.",pdb_v10_dump_part1.json,373
1000550,Benjamin "Jimmy" Lomidze,Benjamin,ENFJ 2w1,2w1,ENFJ - 2w1 - so/sp - 216 - EF(N) - EIE - VEFL - Phlegmatic-Sanguine - SCOAI - True Neutral,so/sp,216,EIE,Phlegmatic-Sanguine,VEFL,SCOAI,True Neutral,EF(N),Extraversion 75%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 75%,Openness 75%,"Fe, Ni, Se, Ti",2,12,Literature,36224,FT,TRUE,9,9,10,60,2,2,the nameless,2023/1/15 22:39,2025/7/21 2:47,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7b024ea4/profile_images/7c1e824d445c4c9c9cc6f2102b39b4c3.png,"Benjamin is often nicknamed ¡°Prince Charming¡±, or ¡°Jimmy¡±. He has a passion for popularity and having charm. He is dating Arijana and Samuel. He was murdered by Chia, without Chia¡¯s knowledge of him not being Bill. He is from Georgia ????.",pdb_v10_dump_part1.json,374
1000532,Zach Garcia,Bentley,ESFP 8w7,8w7,ESFP - 8w7 - SX8 - SLE - VFLE - Sanguine-Choleric - Extraversion 75% - Agreeableness 25% - Conscientiousness 25% - Openness 25% - SCUEN - Chaotic Neutral,sp/so,837,SLE,Choleric [Dominant],VFLE,SCUEN,Chaotic Neutral,ES(F),Extraversion 75%,Neuroticism 50%,Conscientiousness 25%,Agreeableness 25%,Openness 25%,"Se, Fi, Te, Ni",2,12,Literature,36224,FT,TRUE,10,10,10,51,70,5,the nameless,2023/1/15 22:35,2025/9/21 1:07,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/86581210/profile_images/41353e8c45d142b0a77804e7a879c8b3.png,"Zach is Juno's older brother that constantly picks on Juno for being sensitive and ""lady-like"". Zach often calls him June to make fun of him for it and for being friends with the 'local lesbian weirdo Wendie' with pride month. Even though Zach describes himself as a bully, it seems more like he is a victim of bullying, especially from Briyn and Roxy as seen in Connor's chapter. Zach is teased by both girls with a fictional little girl named Abigail and calling him ""Xer Zach"" or ""Zesty Zach"".",pdb_v10_dump_part1.json,375
1000558,Mahtilda Wouters,Micho,ISFP 4w3,4w3,ISFP - 4w3 - Melancholic [Dominant] - Extraversion 25% - Neuroticism 50% - Agreeableness 75% - Conscientiousness 25% - Openness 25% - Neutral Good,sp/so,415,ESI,Melancholic [Dominant],EVFL,RCUAN,Neutral Good,IF(S),Extraversion 25%,Neuroticism 50%,Conscientiousness 25%,Agreeableness 75%,Openness 25%,"Fi, Se, Ni, Te",2,12,Literature,36224,FT,TRUE,6,6,5,28,1,3,the nameless,2023/1/15 22:40,2025/7/23 17:37,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/cecdca3f/profile_images/eb5091e251fb41a5b703c8e8b51fea9b.png,Mahtilda is Gabby's younger sister that is often teased as his wife. She is only ever mentioned but described as a typical housewife.,pdb_v10_dump_part1.json,377
1000570,Alyssa Jones,Alyssa,ESFJ 3w2,3w2,ESFJ - 3w2 - sx/so - 361 - EF(S) - ESE - FEVL - Sanguine-Choleric - Extraversion 75% - Agreeableness 75% - Conscientiousness 75% - Openness 25% - SLOAN - Lawful Good,sx/so,361,ESE,Sanguine-Choleric,FEVL,SLOAN,Lawful Good,EF(S),Extraversion 75%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 75%,Openness 25%,"Fe, Si, Ne, Ti",2,12,Literature,36224,FT,TRUE,10,10,10,64,3,3,the nameless,2023/1/15 22:42,2025/4/19 19:33,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/77fa11be/profile_images/58ab6c240604482f9ed9993f0eef5c4a.png,"Alyssa was murdered by her forced-to-be ex-boyfriend, Samuel. Alyssa deeply cares about how she¡¯s viewed, even dating Samuel just for her family to approve of her. She¡¯s described as the opposite of her ex-boyfriend, whom is low on social IQ. She is from Australia ????.",pdb_v10_dump_part1.json,379
1000604,Anthony Brewer,Anthony,INTJ 5w6,5w6,INTJ - 5w6 - sp/sx - 549 - LII - LVEF - Melancholic [Dominant] - Extraversion 0% - Agreeableness 25% - Conscientiousness 75% - True Neutral,sp/sx,541,LII,Melancholic [Dominant],LFEV,RLOEN,True Neutral,IT(N),Extraversion 0%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 25%,Openness 50%,"Ni, Te, Fi, Se",2,12,Literature,36224,FT,TRUE,7,7,9,55,3,5,the nameless,2023/1/15 22:47,2025/7/21 2:42,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/85e2fee7/profile_images/9ff2f557219243039cf374408579fa1e.png,"Anthony is the twenty-first person to arrive into the household. He was murdered by his ex-girlfriend, Ha-rin. He was also previously in a relationship with a boy called Jonathan, who¡¯s a complete sociopath and cheater. Although Anthony struggles with trust issues, he still manages to continuously fallfor crazy people. He is Shakira. He is from Canada ????.",pdb_v10_dump_part1.json,381
1000613,Adriana Jasmine De Luca,Adriana,ESFJ 9w1,3w2,ESFJ - 9w1 - so/sx - 962 - EF(S) - ESE - FELV - Sanguine-Phlegmatic - Extraversion 75% - Neuroticism 75% - Agreeableness 100% - Conscientiousness 75% - Openness 50% - SCOAN - Lawful Good,so/sx,317,ESE,Sanguine-Phlegmatic,FELV,SCOAI,Lawful Good,EF(S),Extraversion 75%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 100%,Openness 50%,"Fe, Si, Ne, Ti",2,12,Literature,36224,FT,TRUE,9,9,11,53,6,4,the nameless,2023/1/15 22:47,2025/9/21 20:48,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/fb816831/profile_images/67d2e8c383e945c0998c55165859777a.png,"As a part of The ""Group"", Adriana helped with creating the Mimics without knowing Bill and Ha-rin's true intentions with the machines. Adriana is very religious and wishes to become a nun, being the club leader for The Saints. When Adriana and the rest of The ""Group"" was questioned for the many people her age that went missing, she immediately quit and repented with her manipulative boyfriend, Melvin.",pdb_v10_dump_part1.json,384
1000596,Oswald "Ozzy" Walker,Oswald,ENFP,7w6,ENFP - 7w6 - sx/sp - 748 - EN(F) - IEE - Extraversion 100% - Neuroticism 25% - Agreeableness 75% - Conscientiousness 0% - Openness 100% - SCUAI,sx/sp,748,IEE,Sanguine [Dominant],ELFV,SCUAI,Chaotic Good,EN(F),Extraversion 100%,Neuroticism 25%,Conscientiousness 0%,Agreeableness 75%,Openness 100%,"Ne, Fi, Te, Si",2,12,Literature,36224,FT,TRUE,10,10,10,61,3,4,the nameless,2023/1/15 22:46,2025/7/21 2:40,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7bf0a028/profile_images/4038c34378f04b0180e25ec5704a665d.png,Bill's younger brother. He is from the United Kingdom ????.,pdb_v10_dump_part1.json,387
1000630,Melvin Hansen,Melvin,ESFJ 2w3,2w3,ESFJ - 2w3 - sp/sx - 261 - EF(S) - ESE - FEVL - Sanguine-Melancholic - Extraversion 75% - Neuroticism 75% - Agreeableness 25% - Conscientiousness 75% - Openness 25% - Neutral Evil,sp/sx,261,ESE,Sanguine-Melancholic,FEVL,SLOAN,Neutral Evil,EF(S),Extraversion 75%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 25%,Openness 25%,"Fe, Si, Ne, Ti",2,12,Literature,36224,FT,TRUE,11,11,10,54,6,4,the nameless,2023/1/15 22:49,2025/9/21 20:44,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/de302b70/profile_images/383c95820a3e49e683a0ee228a28208f.png,"He was murdered by his ex-girlfriend¡¯s ghost, who poisoned him. He, ironically, murdered the same ex-girlfriend by pushing her down a hill and she gets stabbed by a tree, because he started to believe she was cheating on and using him, with very little evidence to it. He deems himself as christian, and tries seeming pure, but his peers know he¡¯s far from nice. He is from Norway ????.",pdb_v10_dump_part1.json,390
1000675,Mateo "Gayter/Monty" Montgomery,Monty,ESTP 8w7,8w7,ESTP - 8w7 - SP8 - 873 - ES(T) - SLE - VFLE - Choleric-Phlegmatic - Extraversion 50% - Neuroticism 25% - Agreeableness 25% - Conscientiousness 75% - Openness 75% - SCUEI - Neutral Evil,SP8,873,SLE,Choleric-Phlegmatic,VFLE,SCUEI,Neutral Evil,ES(T),Extraversion 50%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 25%,Openness 75%,"Se, Ti, Fe, Ni",2,12,Literature,36224,FT,TRUE,9,9,9,64,6,6,the nameless,2023/1/15 22:54,2025/8/21 22:02,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7ee38d1d/profile_images/2e7b7a0c781b4dacb4e47b50a708c4af.png,"He enjoys annoying his peers, but is really hated for it as well. He is accused of being a pervert, a misogynist, and even a future rapist. He is from Serbia ????.",pdb_v10_dump_part1.json,391
